Open,High,Low,Close,MA 20,MA 20 close,STD 10 high,SMA_20,SMA_50,Close_Predictions,Command
10332.84,10750.0,10212.34,10671.77,10813.718499999995,10817.765000000001,118.34036673933382,10817.765,11271.0544,10785.31,2
10671.77,10930.04,10606.48,10785.31,10781.598874999998,10783.958999999999,179.56333786160275,10783.959,11266.1614,10954.01,2
10785.23,11093.0,10661.22,10954.01,10756.404625,10765.140500000001,239.06459803994414,10765.1405,11267.1162,10939.99,2
10954.01,11045.46,10745.83,10939.99,10731.510375,10735.7945,265.718172620918,10735.7945,11263.9054,10933.39,2
10940.0,11038.03,10812.84,10933.39,10703.191125000001,10709.171999999997,277.6791893966849,10709.172,11260.581,11080.65,2
10933.4,11179.79,10887.37,11080.65,10674.781250000002,10677.646499999999,279.39146219059745,10677.6465,11255.4848,10920.28,2
11080.64,11080.64,10723.0,10920.28,10638.195125,10641.184999999998,269.5100339208172,10641.185,11237.867,10417.22,2
10920.28,10988.86,10296.35,10417.22,10581.762375000002,10565.947499999998,223.03010097294055,10565.9475,11224.7844,10529.61,2
10417.22,10572.71,10353.0,10529.61,10524.854374999999,10523.001,205.53115059279955,10523.001,11210.9804,10241.46,2
10529.61,10537.15,10136.82,10241.46,10506.007499999998,10528.0315,213.02552141938327,10528.0315,11191.9702,10736.32,2
10241.46,10795.24,10190.93,10736.32,10516.968249999998,10542.535,209.78971541998936,10542.535,11171.7984,10686.67,2
10736.33,10760.53,10556.24,10686.67,10538.670125,10568.534000000003,215.55488212749927,10568.534,11150.2826,10728.6,2
10686.57,10820.94,10644.68,10728.6,10565.118875,10592.154000000002,207.65661372804885,10592.154,11132.97,10774.25,2
10728.59,10799.0,10594.82,10774.25,10589.888624999996,10612.194500000001,201.31473559826696,10612.1945,11113.2268,10696.12,2
10774.26,10950.0,10626.0,10696.12,10618.117124999997,10640.668000000001,195.04597407790837,10640.668,11093.5156,10840.48,2
10696.11,10867.54,10635.87,10840.48,10647.743749999998,10671.732,161.64158756025645,10671.732,11072.4668,10776.59,2
10840.58,10849.34,10665.13,10776.59,10673.009999999997,10693.718,136.96372654465887,10693.718,11060.157,10619.13,2
10776.59,10920.0,10437.0,10619.13,10690.889625,10705.280000000002,128.4679242651646,10705.28,11041.253,10570.4,2
10619.13,10664.64,10374.0,10570.4,10699.041374999997,10711.754,115.41303347542706,10711.754,11017.061,10542.06,2
10570.4,10603.56,10496.46,10542.06,10707.277249999997,10722.2155,101.35694849885746,10722.2155,10992.6914,10666.63,2
10542.07,10696.87,10517.87,10666.63,10712.983374999998,10721.9585,106.29371861027364,10721.9585,10968.976,10792.21,2
10666.62,10798.0,10615.64,10792.21,10711.469249999998,10722.3035,105.73349029044692,10722.3035,10946.6002,10599.66,2
10792.2,10800.0,10525.0,10599.66,10701.76175,10704.586,105.44537782662658,10704.586,10912.9708,10666.39,2
10599.65,10681.87,10546.17,10666.39,10686.871625,10690.905999999999,110.71275128005816,10690.906,10887.3984,10925.57,2
10666.4,10950.0,10530.41,10925.57,10678.723125,10690.515,110.71275128005816,10690.515,10870.818,11050.64,2
